Price,Close,High,Low,Open,Volume
Ticker,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS
Date,,,,,
2000-01-03,4.041898250579834,4.061782857244832,3.8735411035255214,3.9239155304795155,35678775
2000-01-04,3.9981513023376465,4.056479741541128,3.7926757196090937,3.979592519614066,27698564
2000-01-05,4.150601387023926,4.318958526346483,3.833771714130614,3.833771714130614,68399389
2000-01-06,4.46080207824707,4.4833383233789155,4.21423190430065,4.21423190430065,45604218
2000-01-07,4.558899879455566,4.745816228232011,4.409101996644312,4.597343715410996,64862245
2000-01-10,4.83198356628418,4.90224349809508,4.611926629874095,4.611926629874095,82679734
2000-01-11,4.446221351623535,4.772330469792116,4.446221351623535,4.74581765784173,30385036
2000-01-12,4.382590293884277,4.560226845630476,4.21953551777414,4.374635820211226,41637507
2000-01-13,4.220860481262207,4.507200339598016,4.137344595425377,4.451523532720114,28226963
2000-01-14,4.207603931427002,4.292445634866098,4.136019081910241,4.2685835680138755,27459807
2000-01-17,4.422359466552734,4.544318754514534,4.324261797989839,4.373310407097941,59244274
2000-01-18,4.581435680389404,4.6662773737694,4.328237321281612,4.425009596326555,62638289
2000-01-19,4.582762718200684,4.719304235531645,4.533713657478157,4.6927914244802045,46612607
2000-01-20,4.324261665344238,4.745817228691561,4.26063038200124,4.533713401228245,147077200
2000-01-21,4.305701732635498,4.368007642156812,4.218209285960145,4.313656205533237,49780760
2000-01-24,4.0074310302734375,4.345471112184094,3.9769412129411488,4.345471112184094,43574830
2000-01-25,3.9358465671539307,4.082993287052494,3.897402724036168,3.976941601092688,53971979
2000-01-26,3.9358465671539307,3.9358465671539307,3.9358465671539307,3.9358465671539307,0
2000-01-27,3.931870222091675,4.069737556517115,3.910659793665193,4.0140598441375825,26117052
2000-01-28,3.831120491027832,4.0034541897657645,3.797979031375174,3.923915317084681,35562060
2000-01-31,3.6945784091949463,3.8178634998002257,3.6746935791523874,3.7940023342344293,22607247
2000-02-01,3.7250685691833496,3.783397240684173,3.674693694845979,3.6879505488561453,31135985
2000-02-02,3.739650249481201,3.8510045328513005,3.711811847518662,3.8099099527300737,24517675
2000-02-03,3.711812973022461,3.8761931447375826,3.699882161371311,3.7621878613747985,58332652
2000-02-04,3.714463233947754,3.7648376562807657,3.685298786570425,3.7621866908779453,29466753
2000-02-07,3.6852989196777344,3.734347748494248,3.665414088945284,3.7118119522632287,16559674
2000-02-08,3.7409770488739014,3.8046083381041553,3.6614381625094437,3.6720433773811525,47686611
2000-02-09,3.8284692764282227,3.9835700278797552,3.7940028931190177,3.854982086826084,50720220
2000-02-10,3.7608609199523926,3.8576334361695146,3.740976538832337,3.8576334361695146,19483033
2000-02-11,3.7171146869659424,3.8165383937102058,3.7051838781843633,3.8125613823919036,20478990
2000-02-14,3.5699682235717773,3.7250692088668678,3.501034552406563,3.685299540700243,18048444
2000-02-15,3.4930803775787354,3.6322733004736754,3.4533109388697047,3.539478243717049,32393140
2000-02-16,3.588526725769043,3.658785978077147,3.5659909303645385,3.600457533701615,14320383
2000-02-17,3.601783275604248,3.64950673743403,3.5553860847186325,3.605760287050064,13636351
2000-02-18,3.5315239429473877,3.61901683632574,3.5129649330566193,3.604434612371576,11543128
2000-02-21,3.5301992893218994,3.6786718583999907,3.499709237968096,3.5527350911607356,20764020
2000-02-22,3.4798238277435303,3.585875516618912,3.4572880296255164,3.562014123053957,18055782
2000-02-23,3.413541555404663,3.6057600867783774,3.3936567244533666,3.5925039080997174,12973549
2000-02-24,3.4175186157226562,3.531524561169279,3.3207465382181605,3.4811496787539338,13982936
2000-02-25,3.4069125652313232,3.5262210887593284,3.3803995349836224,3.422820383379944,12145622
2000-02-28,3.4665675163269043,3.4930803249512543,3.3697947740853715,3.4254722576471663,9731676
2000-02-29,3.1961355209350586,3.6017832554143143,3.1895068683314096,3.526221614580728,27910212
2000-03-01,3.068873167037964,3.363166585196048,2.941611063174294,3.2610919181464966,61787065
2000-03-02,3.056941509246826,3.315442919495873,2.9986130713589554,3.2345784635367854,80792300
2000-03-03,2.822303056716919,2.9827061991408104,2.8130234374511733,2.9827061991408104,22578892
2000-03-06,2.726855754852295,2.98270554983751,2.6844351299577442,2.8872590875314437,26048319
2000-03-07,2.575733184814453,2.757346782238617,2.558499539437405,2.741439182953232,35483281
2000-03-08,2.4166550636291504,2.6353866429781947,2.3994211970160237,2.6353866429781947,24216224
2000-03-09,2.546567916870117,2.585011532276329,2.412677835436546,2.43256244080114,24864616
2000-03-10,2.4365389347076416,2.5717550456027745,2.4020723345751094,2.5452422416280127,14866166
2000-03-13,2.395444393157959,2.5160778444539105,2.362302934251631,2.4736572183935084,18245737
2000-03-14,2.587663173675537,2.587663173675537,2.3662799729443567,2.4365392271529407,23870191
2000-03-15,2.7957890033721924,2.7957890033721924,2.6778067631377547,2.782532827418895,25957608
2000-03-16,2.891237258911133,2.9667991469544894,2.6658774157577807,2.863398846347843,58069085
2000-03-17,2.891237258911133,2.891237258911133,2.891237258911133,2.891237258911133,0
