Price,Close,High,Low,Open,Volume
Ticker,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS,ADANIENT.NS
Date,,,,,
2002-07-01,-0.010442794300615788,-0.010742333743185827,-0.01022548022522041,-0.010454543130884739,1080397
2002-07-02,-0.010525017976760864,-0.010660107588598023,-0.010395807347598372,-0.010624862013989487,1016147
2002-07-03,-0.010525017976760864,-0.010630740083069332,-0.010460412205382208,-0.010513270060954568,980394
2002-07-04,-0.010583753697574139,-0.010742332742805973,-0.010572004868399296,-0.010572004868399296,972747
2002-07-05,-0.010560257360339165,-0.010642490038902531,-0.010519149243411742,-0.010642490038902531,974496
2002-07-08,-0.011024253442883492,-0.011147594232731248,-0.010460412833962632,-0.010689476650066716,1061686
2002-07-09,-0.010736463591456413,-0.011041873812105757,-0.0106659797417934,-0.010983137879783205,1024719
2002-07-10,-0.01072471309453249,-0.010806938453598404,-0.010630739819951046,-0.010806938453598404,946638
2002-07-11,-0.010548513382673264,-0.011106475769465985,-0.010519145883416712,-0.011106475769465985,968220
2002-07-12,-0.010630739852786064,-0.010754081546145095,-0.010572004843001,-0.010665978117872697,967763
2002-07-15,-0.010413425974547863,-0.01056613426179142,-0.010372309639812227,-0.010513270011304966,974157
2002-07-16,-0.010507400147616863,-0.010583754754551453,-0.010454543201378617,-0.010454543201378617,959138
2002-07-17,-0.010425173677504063,-0.010513268875397273,-0.010395806175287077,-0.010513268875397273,955902
2002-07-18,-0.010548513382673264,-0.01070709239709089,-0.01046040997130898,-0.01070709239709089,958081
2002-07-19,-0.010507400147616863,-0.010630740939995192,-0.010401678032786316,-0.010630740939995192,1022018
2002-07-22,-0.010260717011988163,-0.010554385651396454,-0.010190240485259522,-0.010337070693787262,959229
2002-07-23,-0.010260717011988163,-0.010448663552545439,-0.009984667047464653,-0.009984667047464653,950108
2002-07-24,-0.00999054592102766,-0.010295955191261105,-0.00999054592102766,-0.010160873800422781,1004507
2002-07-25,-0.010084521025419235,-0.010436917455202147,-0.009925941946820678,-0.01027833837660359,929688
2002-07-26,-0.009773231111466885,-0.009837836878548495,-0.00970274727569639,-0.009837836878548495,934529
2002-07-29,-0.009532429277896881,-0.009925942054747791,-0.009414959232050319,-0.009925942054747791,955236
2002-07-30,-0.009426705539226532,-0.009925940358426198,-0.009397338032783734,-0.009925940358426198,972108
2002-07-31,-0.009338605217635632,-0.009573538929303118,-0.00916240653267638,-0.009573538929303118,961513
2002-08-01,-0.009450196288526058,-0.009661640537082638,-0.00939733933756431,-0.00939733933756431,953331
2002-08-02,-0.009356221184134483,-0.009397337518092162,-0.009203520208538703,-0.009397337518092162,939461
2002-08-05,-0.009338605217635632,-0.009867207667678839,-0.009174155365208157,-0.009867207667678839,982116
2002-08-06,-0.00920939352363348,-0.009397340125145478,-0.009168277178269117,-0.009397340125145478,971195
2002-08-07,-0.009379720315337181,-0.009514801722839831,-0.009309236465476644,-0.009514801722839831,966576
2002-08-08,-0.009238759987056255,-0.009573537720278897,-0.009191772885218646,-0.009573537720278897,971443
2002-08-09,-0.009309235028922558,-0.009367970038751077,-0.009221139822938195,-0.009279867524008297,918884
2002-08-12,-0.009350351057946682,-0.0093914664770801,-0.009279867221262316,-0.009344480297939764,489590
2002-08-13,-0.00931511353701353,-0.009391467226200476,-0.009279867961480857,-0.00936209971990177,384772
2002-08-14,-0.009221140295267105,-0.009373841279100143,-0.009121288032659543,-0.009373841279100143,482452
2002-08-15,-0.009221140295267105,-0.009221140295267105,-0.009221140295267105,-0.009221140295267105,0
2002-08-16,-0.009074303321540356,-0.00927986950465145,-0.009021446369387209,-0.009197644127721009,520671
2002-08-19,-0.009068431332707405,-0.009279868248652696,-0.008992077641157642,-0.009279868248652696,501059
2002-08-20,-0.009062561206519604,-0.009156534485904628,-0.009044934307573893,-0.009156534485904628,507936
