Price,Close,High,Low,Open,Volume
Ticker,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS,TATAMOTORS.NS
Date,,,,,
2000-01-03,32.44916915893555,32.52402484068976,31.049402479998367,31.049402479998367,3528277
2000-01-04,31.169174194335938,32.78601903393057,30.839815698056466,32.48660221913105,3544397
2000-01-05,31.925199508666992,32.606369039098894,29.04332085335309,29.04332085335309,5849540
2000-01-06,33.2501220703125,34.41784198494059,32.18719359729589,32.18719359729589,10274966
2000-01-07,35.9149169921875,35.9149169921875,33.39982429238765,33.53456337034101,11477451
2000-01-10,38.75187301635742,38.78930086039251,37.12754213526521,38.77432853071401,8978430
2000-01-11,35.652923583984375,38.92404122145028,35.652923583984375,38.92404122145028,6303356
2000-01-12,35.967308044433594,36.828130630191126,34.283096679620606,35.92988317821557,4897855
2000-01-13,35.24871063232422,36.67842217638522,34.6723355075854,36.37900536606843,2952315
2000-01-14,35.78766632080078,36.37901088569689,34.88193256729046,35.17386325660237,5347397
2000-01-17,37.52427291870117,38.63959840510227,36.37152554283384,36.37152554283384,7738816
2000-01-18,37.12754821777344,37.80123461996749,36.685912102484195,37.57667347929002,4134762
2000-01-19,37.50181579589844,38.609655068896274,36.31912380668679,37.57667149227373,6371852
2000-01-20,35.28614044189453,37.42696330436674,34.971754263650844,37.42696330436674,2911586
2000-01-21,34.76217269897461,35.001706230937536,33.75913050412344,34.44778642835446,3633756
2000-01-24,31.98508071899414,35.31608170380414,31.98508071899414,34.43280356483087,5871546
2000-01-25,29.43256950378418,30.675145105205267,29.43256950378418,29.993972437466006,3684802
2000-01-26,29.43256950378418,29.43256950378418,29.43256950378418,29.43256950378418,0
2000-01-27,27.082151412963867,28.89361889498982,27.082151412963867,28.444493617567858,9020093
2000-01-28,26.228816986083984,27.24683126764406,25.203316538441427,25.600044598711634,13942903
2000-01-31,26.90250587463379,28.249875826332886,25.457824695359214,25.622502483414387,14875954
2000-02-01,26.2437801361084,27.680974676222338,25.76471628279074,26.932435729072957,6294485
2000-02-02,26.962385177612305,27.980399512018646,26.70039915274188,27.546246559121958,4676810
2000-02-03,26.55068588256836,27.209399868186026,26.46086084178032,26.947410910927903,2037576
2000-02-04,26.790218353271484,26.939926765810196,25.869515341360266,26.79770451893879,4201025
2000-02-07,26.61805534362793,27.321683416791647,26.251271955355712,26.66296935902221,2468149
2000-02-08,27.0372371673584,27.680978851707867,26.423434184456436,26.797703714487113,3504831
2000-02-09,27.49384307861328,28.743904446999807,27.246826462905375,27.84565706051092,4440835
2000-02-10,27.112089157104492,27.6809781123167,26.94741140273492,27.6809781123167,1445348
2000-02-11,25.412912368774414,27.66601626528141,25.008701058305796,27.531280155179246,4107804
2000-02-14,23.623899459838867,25.450336238103645,23.384367476006506,25.450336238103645,3657229
2000-02-15,24.821561813354492,25.30062726056575,23.354425278220756,23.66132678988308,5135881
2000-02-16,24.679340362548828,25.719808685473826,24.574544466614213,25.719808685473826,1652627
2000-02-17,24.90390396118164,25.749754347433868,24.49220652767743,24.701796837582897,1841955
2000-02-18,23.084951400756836,25.001213171728523,22.91278746681371,24.85150326514033,2747217
2000-02-21,24.9338436126709,24.9338436126709,22.456177517559738,22.456177517559738,3511793
2000-02-22,26.93243980407715,26.932439804077145,25.495245046508916,26.034195315718055,3318248
2000-02-23,25.158403396606445,29.04332094643994,24.888929751726625,28.429520942605304,6547748
2000-02-24,25.487764358520508,26.183903309174354,24.844019630638282,25.58507259820761,2448914
2000-02-25,27.381561279296875,27.531269666912245,24.933838827308808,26.116530619228737,4658556
2000-02-28,27.104604721069336,27.54624076741965,26.064135086174215,27.54624076741965,3399023
2000-02-29,24.941328048706055,27.456418988607343,24.941328048706055,26.954899523865016,4357555
